time,q1_deg,q2_deg,q1_des_deg,q2_des_deg,x,y,x_des,y_des,tau1,tau2,ee_error
2.660000,-28.786423,98.218880,-28.117614,98.384584,0.3735893119,0.1504576904,0.3709505571,0.1551170481,-0.1982109277,0.7788493521,0.0053546840
2.670000,-28.532342,98.308309,-27.854004,98.476379,0.3724572144,0.1522832266,0.3697570153,0.1569899175,-0.1906603992,0.7805684315,0.0054262339
2.680000,-28.274074,98.399169,-27.586460,98.569544,0.3712973548,0.1541307689,0.3685358090,0.1588820797,-0.1831822403,0.7822513334,0.0054955519
2.690000,-28.011703,98.491430,-27.315074,98.664047,0.3701097207,0.1559992750,0.3672869838,0.1607924542,-0.1757779532,0.7838963150,0.0055625903
2.700000,-27.745318,98.585062,-27.039939,98.759856,0.3688943231,0.1578876832,0.3660106106,0.1627199449,-0.1684490577,0.7855016422,0.0056273041
2.710000,-27.475009,98.680032,-26.761152,98.856936,0.3676511972,0.1597949138,0.3647067855,0.1646634417,-0.1611970898,0.7870655938,0.0056896506
2.720000,-27.200868,98.776306,-26.478811,98.955254,0.3663804033,0.1617198709,0.3633756312,0.1666218222,-0.1540236000,0.7885864643,0.0057495897
2.730000,-26.922992,98.873852,-26.193018,99.054774,0.3650820270,0.1636614436,0.3620172967,0.1685939530,-0.1469301527,0.7900625677,0.0058070837
2.740000,-26.641480,98.972634,-25.903877,99.155459,0.3637561800,0.1656185077,0.3606319582,0.1705786914,-0.1399183243,0.7914922407,0.0058620972
2.750000,-26.356430,99.072617,-25.611492,99.257275,0.3624030006,0.1675899273,0.3592198198,0.1725748867,-0.1329897019,0.7928738467,0.0059145972
2.760000,-26.067948,99.173765,-25.315971,99.360182,0.3610226544,0.1695745564,0.3577811131,0.1745813820,-0.1261458815,0.7942057785,0.0059645530
2.770000,-25.776137,99.276040,-25.017425,99.464143,0.3596153344,0.1715712404,0.3563160984,0.1765970159,-0.1193884668,0.7954864625,0.0060119363
2.780000,-25.481105,99.379404,-24.715965,99.569118,0.3581812618,0.1735788176,0.3548250645,0.1786206236,-0.1127190670,0.7967143612,0.0060567209
2.790000,-25.182961,99.483820,-24.411703,99.675069,0.3567206859,0.1755961209,0.3533083291,0.1806510388,-0.1061392953,0.7978879775,0.0060988830
2.800000,-24.881817,99.589247,-24.104757,99.781955,0.3552338850,0.1776219794,0.3517662389,0.1826870951,-0.0996507670,0.7990058572,0.0061384010
2.810000,-24.577787,99.695647,-23.795241,99.889736,0.3537211662,0.1796552200,0.3501991698,0.1847276276,-0.0932550974,0.8000665927,0.0061752553
2.820000,-24.270985,99.802978,-23.483276,99.998369,0.3521828658,0.1816946687,0.3486075269,0.1867714746,-0.0869538997,0.8010688260,0.0062094288
2.830000,-23.961529,99.911200,-23.168980,100.107814,0.3506193493,0.1837391525,0.3469917448,0.1888174785,-0.0807487829,0.8020112518,0.0062409062
2.840000,-23.649536,100.020272,-22.852476,100.218029,0.3490310120,0.1857875007,0.3453522872,0.1908644882,-0.0746413499,0.8028926207,0.0062696744
2.850000,-23.335128,100.130150,-22.533886,100.328969,0.3474182783,0.1878385469,0.3436896470,0.1929113597,-0.0686331945,0.8037117422,0.0062957225
2.860000,-23.018425,100.240793,-22.213335,100.440593,0.3457816024,0.1898911296,0.3420043460,0.1949569583,-0.0627258996,0.8044674873,0.0063190415
2.870000,-22.699552,100.352157,-21.890947,100.552856,0.3441214676,0.1919440948,0.3402969351,0.1970001593,-0.0569210344,0.8051587913,0.0063396243
2.880000,-22.378631,100.464199,-21.566850,100.665714,0.3424383866,0.1939962966,0.3385679936,0.1990398502,-0.0512201521,0.8057846569,0.0063574661
2.890000,-22.055790,100.576875,-21.241170,100.779123,0.3407329014,0.1960465993,0.3368181288,0.2010749314,-0.0456247866,0.8063441564,0.0063725637
2.900000,-21.731155,100.690140,-20.914037,100.893039,0.3390055826,0.1980938783,0.3350479761,0.2031043178,-0.0401364506,0.8068364341,0.0063849161
2.910000,-21.404854,100.803950,-20.585579,101.007415,0.3372570295,0.2001370219,0.3332581983,0.2051269402,-0.0347566323,0.8072607091,0.0063945239
2.920000,-21.077016,100.918261,-20.255927,101.122208,0.3354878693,0.2021749325,0.3314494848,0.2071417465,-0.0294867926,0.8076162770,0.0064013898
2.930000,-20.747771,101.033026,-19.925211,101.237371,0.3336987574,0.2042065278,0.3296225518,0.2091477028,-0.0243283621,0.8079025123,0.0064055182
2.940000,-20.417249,101.148200,-19.593563,101.352859,0.3318903762,0.2062307425,0.3277781407,0.2111437948,-0.0192827382,0.8081188705,0.0064069153
2.950000,-20.085583,101.263737,-19.261116,101.468625,0.3300634349,0.2082465290,0.3259170184,0.2131290287,-0.0143512819,0.8082648893,0.0064055891
2.960000,-19.752904,101.379591,-18.928001,101.584623,0.3282186687,0.2102528592,0.3240399760,0.2151024325,-0.0095353148,0.8083401911,0.0064015494
2.970000,-19.419345,101.495716,-18.594353,101.700807,0.3263568386,0.2122487253,0.3221478280,0.2170630572,-0.0048361157,0.8083444838,0.0063948074
2.980000,-19.085040,101.612066,-18.260303,101.817131,0.3244787303,0.2142331408,0.3202414119,0.2190099771,-0.0002549175,0.8082775628,0.0063853764
2.990000,-18.750123,101.728594,-17.925985,101.933548,0.3225851534,0.2162051421,0.3183215871,0.2209422916,0.0042070962,0.8081393118,0.0063732710
3.000000,-18.414727,101.845253,-17.591534,102.050012,0.3206769408,0.2181637890,0.3163892339,0.2228591257,0.0085487944,0.8079297041,0.0063585075
3.010000,-18.078988,101.961996,-17.257083,102.166476,0.3187549481,0.2201081660,0.3144452526,0.2247596305,0.0127691021,0.8076488032,0.0063411038
3.020000,-17.743039,102.078778,-16.922766,102.282893,0.3168200519,0.2220373829,0.3124905626,0.2266429848,0.0168670034,0.8072967640,0.0063210795
3.030000,-17.407016,102.195550,-16.588716,102.399217,0.3148731497,0.2239505761,0.3105261015,0.2285083949,0.0208415457,0.8068738331,0.0062984554
3.040000,-17.071053,102.312267,-16.255067,102.515401,0.3129151584,0.2258469090,0.3085528235,0.2303550960,0.0246918424,0.8063803493,0.0062732540
3.050000,-16.735286,102.428881,-15.921953,102.631400,0.3109470137,0.2277255730,0.3065716989,0.2321823523,0.0284170766,0.8058167439,0.0062454993
3.060000,-16.399848,102.545346,-15.589505,102.747165,0.3089696685,0.2295857880,0.3045837126,0.2339894578,0.0320165047,0.8051835406,0.0062152166
3.070000,-16.064875,102.661615,-15.257858,102.862653,0.3069840922,0.2314268031,0.3025898632,0.2357757368,0.0354894601,0.8044813557,0.0061824326
3.080000,-15.730500,102.777642,-14.927142,102.977816,0.3049912695,0.2332478974,0.3005911614,0.2375405441,0.0388353561,0.8037108976,0.0061471755
3.090000,-15.396858,102.893380,-14.597490,103.092609,0.3029921990,0.2350483799,0.2985886294,0.2392832655,0.0420536899,0.8028729666,0.0061094747
3.100000,-15.064082,103.008784,-14.269032,103.206985,0.3009878925,0.2368275906,0.2965832989,0.2410033179,0.0451440459,0.8019684543,0.0060693611
3.110000,-14.732304,103.123807,-13.941898,103.320901,0.2989793733,0.2385849004,0.2945762105,0.2427001500,0.0481060992,0.8009983425,0.0060268667
3.120000,-14.401657,103.238403,-13.616219,103.434310,0.2969676752,0.2403197118,0.2925684122,0.2443732420,0.0509396188,0.7999637031,0.0059820249
3.130000,-14.072272,103.352527,-13.292121,103.547169,0.2949538411,0.2420314586,0.2905609581,0.2460221056,0.0536444717,0.7988656961,0.0059348702
3.140000,-13.744281,103.466134,-12.969734,103.659431,0.2929389221,0.2437196069,0.2885549069,0.2476462846,0.0562206255,0.7977055692,0.0058854386
3.150000,-13.417813,103.579180,-12.649182,103.771055,0.2909239757,0.2453836542,0.2865513211,0.2492453545,0.0586681523,0.7964846560,0.0058337669
3.160000,-13.092997,103.691618,-12.330592,103.881995,0.2889100647,0.2470231304,0.2845512652,0.2508189222,0.0609872316,0.7952043743,0.0057798935
3.170000,-12.769961,103.803406,-12.014088,103.992210,0.2868982563,0.2486375972,0.2825558047,0.2523666264,0.0631781542,0.7938662253,0.0057238575
3.180000,-12.448832,103.914500,-11.699793,104.101655,0.2848896199,0.2502266482,0.2805660047,0.2538881370,0.0652413247,0.7924717908,0.0056656994
3.190000,-12.129736,104.024856,-11.387827,104.210288,0.2828852268,0.2517899088,0.2785829284,0.2553831551,0.0671772653,0.7910227319,0.0056054608
3.200000,-11.812797,104.134431,-11.078312,104.318069,0.2808861481,0.2533270361,0.2766076362,0.2568514124,0.0689866185,0.7895207867,0.0055431843
3.210000,-11.498138,104.243184,-10.771365,104.424955,0.2788934537,0.2548377184,0.2746411841,0.2582926711,0.0706701504,0.7879677683,0.0054789136
3.220000,-11.185882,104.351071,-10.467104,104.530906,0.2769082111,0.2563216753,0.2726846224,0.2597067232,0.0722287539,0.7863655622,0.0054126934
3.230000,-10.876148,104.458052,-10.165643,104.635881,0.2749314838,0.2577786569,0.2707389946,0.2610933904,0.0736634510,0.7847161243,0.0053445695
3.240000,-10.569055,104.564086,-9.867097,104.739842,0.2729643302,0.2592084436,0.2688053361,0.2624525233,0.0749753966,0.7830214780,0.0052745887
3.250000,-10.264721,104.669133,-9.571577,104.842749,0.2710078024,0.2606108457,0.2668846726,0.2637840010,0.0761658805,0.7812837116,0.0052027986
3.260000,-9.963259,104.773154,-9.279192,104.944565,0.2690629447,0.2619857030,0.2649780197,0.2650877304,0.0772363306,0.7795049760,0.0051292481
3.270000,-9.664785,104.876108,-8.990050,105.045250,0.2671307923,0.2633328838,0.2630863806,0.2663636456,0.0781883157,0.7776874813,0.0050539868
3.280000,-9.369408,104.977959,-8.704257,105.144770,0.2652123703,0.2646522848,0.2612107458,0.2676117072,0.0790235475,0.7758334943,0.0049770654
3.290000,-9.077240,105.078668,-8.421917,105.243088,0.2633086925,0.2659438301,0.2593520914,0.2688319017,0.0797438840,0.7739453356,0.0048985355
3.300000,-8.788387,105.178199,-8.143130,105.340168,0.2614207597,0.2672074708,0.2575113783,0.2700242406,0.0803513311,0.7720253761,0.0048184494
3.310000,-8.502956,105.276516,-7.867995,105.435977,0.2595495592,0.2684431842,0.2556895506,0.2711887595,0.0808480459,0.7700760344,0.0047368608
3.320000,-8.221048,105.373584,-7.596608,105.530480,0.2576960632,0.2696509729,0.2538875351,0.2723255179,0.0812363381,0.7680997735,0.0046538239
3.330000,-7.942765,105.469368,-7.329065,105.623645,0.2558612275,0.2708308643,0.2521062397,0.2734345977,0.0815186730,0.7660990973,0.0045693940
3.340000,-7.668205,105.563834,-7.065455,105.715440,0.2540459910,0.2719829094,0.2503465527,0.2745161026,0.0816976732,0.7640765479,0.0044836271
3.350000,-7.397465,105.656950,-6.805868,105.805834,0.2522512740,0.2731071826,0.2486093414,0.2755701574,0.0817761212,0.7620347020,0.0043965803
3.360000,-7.130638,105.748685,-6.550390,105.894797,0.2504779774,0.2742037800,0.2468954515,0.2765969068,0.0817569608,0.7599761677,0.0043083114
3.370000,-6.867815,105.839007,-6.299104,105.982301,0.2487269816,0.2752728194,0.2452057059,0.2775965148,0.0816432996,0.7579035810,0.0042188794
3.380000,-6.609083,105.927886,-6.052090,106.068317,0.2469991456,0.2763144388,0.2435409036,0.2785691637,0.0814384108,0.7558196029,0.0041283437
3.390000,-6.354529,106.015293,-5.809426,106.152819,0.2452953057,0.2773287958,0.2419018193,0.2795150532,0.0811457348,0.7537269157,0.0040367650
3.400000,-6.104235,106.101202,-5.571185,106.235779,0.2436162749,0.2783160666,0.2402892018,0.2804343994,0.0807688815,0.7516282200,0.0039442046
3.410000,-5.858281,106.185584,-5.337440,106.317175,0.2419628419,0.2792764450,0.2387037737,0.2813274341,0.0803116314,0.7495262310,0.0038507249
3.420000,-5.616742,106.268413,-5.108258,106.396982,0.2403357698,0.2802101416,0.2371462303,0.2821944037,0.0797779377,0.7474236756,0.0037563890
3.430000,-5.379693,106.349667,-4.883703,106.475177,0.2387357959,0.2811173831,0.2356172389,0.2830355683,0.0791719279,0.7453232891,0.0036612610
3.440000,-5.147203,106.429320,-4.663837,106.551739,0.2371636300,0.2819984108,0.2341174378,0.2838512011,0.0784979051,0.7432278117,0.0035654058
3.450000,-4.919341,106.507350,-4.448718,106.626649,0.2356199543,0.2828534803,0.2326474357,0.2846415873,0.0777603498,0.7411399856,0.0034688893
3.460000,-4.696168,106.583736,-4.238401,106.699886,0.2341054225,0.2836828602,0.2312078112,0.2854070231,0.0769639214,0.7390625517,0.0033717783
3.470000,-4.477746,106.658459,-4.032934,106.771434,0.2326206584,0.2844868314,0.2297991113,0.2861478152,0.0761134594,0.7369982466,0.0032741404
3.480000,-4.264132,106.731498,-3.832367,106.841277,0.2311662560,0.2852656861,0.2284218517,0.2868642798,0.0752139851,0.7349497996,0.0031760442
3.490000,-4.055378,106.802838,-3.636742,106.909398,0.2297427782,0.2860197271,0.2270765154,0.2875567419,0.0742707029,0.7329199294,0.0030775593
3.500000,-3.851534,106.872461,-3.446098,106.975785,0.2283507561,0.2867492670,0.2257635524,0.2882255344,0.0732890013,0.7309113420,0.0029787562
3.510000,-3.652646,106.940353,-3.260470,107.040425,0.2269906889,0.2874546272,0.2244833789,0.2888709974,0.0722744549,0.7289267267,0.0028797062
3.520000,-3.458755,107.006500,-3.079891,107.103307,0.2256630424,0.2881361370,0.2232363768,0.2894934778,0.0712328253,0.7269687546,0.0027804819
3.530000,-3.269900,107.070891,-2.904388,107.164421,0.2243682489,0.2887941334,0.2220228931,0.2900933281,0.0701700624,0.7250400748,0.0026811566
3.540000,-3.086115,107.133513,-2.733983,107.223760,0.2231067067,0.2894289598,0.2208432392,0.2906709061,0.0690923059,0.7231433129,0.0025818048
3.550000,-2.907429,107.194359,-2.568695,107.281317,0.2218787790,0.2900409657,0.2196976905,0.2912265746,0.0680058864,0.7212810676,0.0024825019
3.560000,-2.733868,107.253420,-2.408540,107.337087,0.2206847936,0.2906305057,0.2185864858,0.2917607000,0.0669173270,0.7194559088,0.0023833243
3.570000,-2.565454,107.310689,-2.253527,107.391066,0.2195250425,0.2911979393,0.2175098269,0.2922736528,0.0658333441,0.7176703753,0.0022843497
3.580000,-2.402205,107.366163,-2.103662,107.443252,0.2183997810,0.2917436299,0.2164678777,0.2927658064,0.0647608491,0.7159269725,0.0021856567
3.590000,-2.244132,107.419837,-1.958946,107.493646,0.2173092273,0.2922679448,0.2154607641,0.2932375369,0.0637069499,0.7142281704,0.0020873249
3.600000,-2.091245,107.471710,-1.819375,107.542248,0.2162535622,0.2927712539,0.2144885734,0.2936892231,0.0626789517,0.7125764017,0.0019894354
3.610000,-1.943546,107.521782,-1.684942,107.589061,0.2152329283,0.2932539304,0.2135513538,0.2941212456,0.0616843586,0.7109740598,0.0018920699
3.620000,-1.801037,107.570055,-1.555632,107.634089,0.2142474296,0.2937163492,0.2126491138,0.2945339869,0.0607308752,0.7094234972,0.0017953118
3.630000,-1.663710,107.616530,-1.431428,107.677340,0.2132971310,0.2941588876,0.2117818222,0.2949278311,0.0598264076,0.7079270240,0.0016992454
3.640000,-1.531555,107.661215,-1.312308,107.718821,0.2123820581,0.2945819243,0.2109494069,0.2953031638,0.0589790654,0.7064869061,0.0016039563
3.650000,-1.404558,107.704114,-1.198242,107.758541,0.2115021961,0.2949858395,0.2101517552,0.2956603719,0.0581971626,0.7051053642,0.0015095312
3.660000,-1.282699,107.745236,-1.089198,107.796513,0.2106574901,0.2953710147,0.2093887130,0.2959998437,0.0574892193,0.7037845725,0.0014160583
3.670000,-1.165951,107.784592,-0.985137,107.832749,0.2098478440,0.2957378326,0.2086600842,0.2963219688,0.0568639635,0.7025266573,0.0013236270
3.680000,-1.054285,107.822193,-0.886016,107.867265,0.2090731207,0.2960866768,0.2079656308,0.2966271382,0.0563303325,0.7013336965,0.0012323280
3.690000,-0.947666,107.858052,-0.791785,107.900079,0.2083331409,0.2964179321,0.2073050720,0.2969157443,0.0558974742,0.7002077183,0.0011422533
3.700000,-0.846053,107.892187,-0.702390,107.931208,0.2076276835,0.2967319844,0.2066780840,0.2971881814,0.0555747497,0.6991507009,0.0010534965
3.710000,-0.749399,107.924613,-0.617771,107.960675,0.2069564844,0.2970292207,0.2060842996,0.2974448456,0.0553717338,0.6981645717,0.0009661523
3.720000,-0.657653,107.955351,-0.537862,107.988501,0.2063192366,0.2973100296,0.2055233077,0.2976861353,0.0552982180,0.6972512066,0.0008803172
3.730000,-0.570758,107.984421,-0.462592,108.014712,0.2057155898,0.2975748010,0.2049946529,0.2979124515,0.0553642112,0.6964124303,0.0007960891
3.740000,-0.488651,108.011847,-0.391883,108.039334,0.2051451495,0.2978239270,0.2044978353,0.2981241981,0.0555799426,0.6956500156,0.0007135674
3.750000,-0.411265,108.037654,-0.325653,108.062397,0.2046074771,0.2980578017,0.2040323097,0.2983217826,0.0559558628,0.6949656833,0.0006328534
3.760000,-0.338524,108.061869,-0.263812,108.083931,0.2041020893,0.2982768218,0.2035974857,0.2985056162,0.0565026464,0.6943611026,0.0005540503
3.770000,-0.270350,108.084522,-0.206265,108.103970,0.2036284576,0.2984813870,0.2031927268,0.2986761147,0.0572311934,0.6938378910,0.0004772633
3.780000,-0.206656,108.105644,-0.152912,108.122549,0.2031860080,0.2986719006,0.2028173504,0.2988336992,0.0581526318,0.6933976147,0.0004026005
3.790000,-0.147351,108.125269,-0.103645,108.139705,0.2027741207,0.2988487701,0.2024706272,0.2989787964,0.0592783197,0.6930417887,0.0003301743
3.800000,-0.092336,108.143432,-0.058350,108.155478,0.2023921294,0.2990124073,0.2021517809,0.2991118392,0.0606198469,0.6927718777,0.0002601040
3.810000,-0.041507,108.160171,-0.016909,108.169909,0.2020393212,0.2991632295,0.2018599876,0.2992332681,0.0621890378,0.6925892965,0.0001925252
3.820000,0.005245,108.175526,0.020807,108.183042,0.2017149362,0.2993016602,0.2015943759,0.2993435313,0.0639979534,0.6924954108,0.0001276244
3.830000,0.048037,108.189539,0.054929,108.194925,0.2014181668,0.2994281291,0.2013540257,0.2994430857,0.0660588933,0.6924915378,0.0000658618
3.840000,0.086993,108.202255,0.085598,108.205604,0.2011481576,0.2995430738,0.2011379687,0.2995323980,0.0683843985,0.6925789471,0.0000147575
3.850000,0.122241,108.213720,0.112958,108.215131,0.2009040049,0.2996469400,0.2009451875,0.2996119451,0.0709872534,0.6927588620,0.0000540430
3.860000,0.153918,108.223984,0.137163,108.223560,0.2006847562,0.2997401825,0.2007746150,0.2996822154,0.0738804886,0.6930324600,0.0001069336
3.870000,0.182167,108.233097,0.158372,108.230946,0.2004894101,0.2998232661,0.2006251347,0.2997437093,0.0770773829,0.6934008743,0.0001573228
3.880000,0.207137,108.241115,0.176753,108.237346,0.2003169156,0.2998966666,0.2004955797,0.2997969406,0.0805914660,0.6938651946,0.0002046121
3.890000,0.228983,108.248091,0.192477,108.242822,0.2001661718,0.2999608712,0.2003847323,0.2998424368,0.0844365209,0.6944264687,0.0002485868
3.900000,0.247870,108.254086,0.205727,108.247436,0.2000360275,0.3000163800,0.2002913241,0.2998807406,0.0886265865,0.6950857032,0.0002890924
3.910000,0.263967,108.259160,0.216690,108.251253,0.1999252810,0.3000637068,0.2002140351,0.2999124105,0.0931759601,0.6958438650,0.0003259901
3.920000,0.277451,108.263376,0.225561,108.254342,0.1998326794,0.3001033797,0.2001514936,0.2999380215,0.0980991996,0.6967018825,0.0003591460
3.930000,0.288507,108.266801,0.232541,108.256773,0.1997569181,0.3001359424,0.2001022753,0.2999581666,0.1034111266,0.6976606468,0.0003884274
3.940000,0.297326,108.269503,0.237841,108.258619,0.1996966411,0.3001619549,0.2000649037,0.2999734571,0.1091268282,0.6987210129,0.0004137013
3.950000,0.304106,108.271552,0.241678,108.259955,0.1996504396,0.3001819944,0.2000378487,0.2999845233,0.1152616604,0.6998838006,0.0004348340
3.960000,0.309053,108.273023,0.244277,108.260860,0.1996168524,0.3001966565,0.2000195269,0.2999920159,0.1218312496,0.7011497959,0.0004516907
3.970000,0.312382,108.273992,0.245869,108.261414,0.1995943649,0.3002065554,0.2000083007,0.2999966062,0.1288514961,0.7025197519,0.0004641353
3.980000,0.314312,108.274537,0.246695,108.261702,0.1995814091,0.3002123254,0.2000024782,0.2999989868,0.1363385757,0.7039943895,0.0004720302
3.990000,0.315074,108.274740,0.247002,108.261809,0.1995763628,0.3002146211,0.2000003121,0.2999998724,0.1443089426,0.7055743985,0.0004752368
4.000000,0.314902,108.274685,0.247046,108.261824,0.1995775495,0.3002141184,0.2000000000,0.3000000000,0.1527793318,0.7072604380,0.0004736149
